epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,20.1836,0.76686,0.64068,0.93673,0.80311,0.82038,0.85168,0.64227,0.8284,0.88212,1.01109,0.00081275,0.00081275,0.00081275
55,20.5228,0.74779,0.62426,0.92791,0.78398,0.83044,0.83288,0.61775,0.88526,0.91661,1.0046,0.0008045,0.0008045,0.0008045
56,20.866,0.78866,0.62994,0.91699,0.78219,0.83108,0.86064,0.62948,0.81365,0.96371,1.00366,0.00079625,0.00079625,0.00079625
57,21.2025,0.71852,0.61369,0.93092,0.82133,0.82842,0.869,0.64116,0.81322,0.93309,1.01502,0.000788,0.000788,0.000788
58,21.5475,0.78495,0.65198,0.94432,0.82296,0.82368,0.84052,0.62737,0.85646,0.92487,1.00394,0.00077975,0.00077975,0.00077975
59,21.8804,0.77445,0.63491,0.93001,0.83668,0.82591,0.86099,0.63385,0.86686,0.92953,1.00367,0.0007715,0.0007715,0.0007715
60,22.2237,0.73871,0.62577,0.93193,0.77384,0.80502,0.82911,0.63816,0.81906,0.88171,1.01704,0.00076325,0.00076325,0.00076325
61,22.5614,0.68944,0.58575,0.91448,0.7761,0.79665,0.79322,0.6301,0.80789,0.86772,1.01784,0.000755,0.000755,0.000755
62,22.9071,0.77667,0.61749,0.91733,0.79193,0.81338,0.82049,0.62445,0.85986,0.91009,1.02614,0.00074675,0.00074675,0.00074675
63,23.3343,0.69146,0.60169,0.92224,0.80238,0.80148,0.81962,0.62983,0.83738,0.94506,1.02655,0.0007385,0.0007385,0.0007385
64,23.6835,0.7206,0.58798,0.91499,0.80481,0.8388,0.85037,0.64111,0.8189,0.90061,1.02942,0.00073025,0.00073025,0.00073025
65,24.0212,0.71781,0.60006,0.92582,0.84033,0.81178,0.8573,0.64954,0.81574,0.8771,1.04002,0.000722,0.000722,0.000722
66,24.3653,0.69443,0.57939,0.90599,0.87021,0.81178,0.86037,0.65912,0.79421,0.89841,1.03352,0.00071375,0.00071375,0.00071375
67,24.7124,0.71107,0.59478,0.91299,0.86382,0.79226,0.836,0.63744,0.81598,0.90973,1.04812,0.0007055,0.0007055,0.0007055
68,25.0566,0.68537,0.56894,0.93057,0.81934,0.79841,0.80973,0.6196,0.80878,0.92208,1.05077,0.00069725,0.00069725,0.00069725
69,25.393,0.67694,0.56711,0.9043,0.81556,0.82368,0.82692,0.62522,0.78652,0.92063,1.04324,0.000689,0.000689,0.000689
70,25.7417,0.68275,0.56444,0.91464,0.83333,0.83185,0.86117,0.64245,0.76372,0.87043,1.01484,0.00068075,0.00068075,0.00068075
71,26.0818,0.71695,0.57479,0.91241,0.8586,0.79151,0.84733,0.64491,0.75863,0.85744,1.00862,0.0006725,0.0006725,0.0006725
72,26.4261,0.66553,0.55528,0.90021,0.86182,0.77687,0.82083,0.65448,0.77931,0.83982,1.01001,0.00066425,0.00066425,0.00066425
73,26.7642,0.70764,0.55755,0.89875,0.86255,0.77943,0.8258,0.6535,0.79654,0.84569,1.02098,0.000656,0.000656,0.000656
74,27.1104,0.68755,0.57715,0.91856,0.84303,0.79432,0.82905,0.64258,0.83556,0.84604,1.02476,0.00064775,0.00064775,0.00064775
75,27.4465,0.69445,0.57157,0.91432,0.86804,0.78475,0.82361,0.64212,0.79418,0.82682,1.01972,0.0006395,0.0006395,0.0006395
76,27.7952,0.65513,0.54038,0.90574,0.85613,0.81017,0.82464,0.65717,0.80984,0.836,1.01602,0.00063125,0.00063125,0.00063125
77,28.1359,0.70595,0.57972,0.91949,0.84263,0.81692,0.83034,0.67194,0.8065,0.83195,1.0065,0.000623,0.000623,0.000623
78,28.4925,0.71426,0.57633,0.90813,0.85134,0.80425,0.84068,0.68555,0.7212,0.82543,0.97984,0.00061475,0.00061475,0.00061475
79,28.842,0.65984,0.54811,0.90835,0.82849,0.78475,0.83998,0.6839,0.72798,0.80905,0.98471,0.0006065,0.0006065,0.0006065
80,29.1926,0.65612,0.54656,0.90539,0.79536,0.81398,0.83815,0.67119,0.77009,0.81706,0.98893,0.00059825,0.00059825,0.00059825
81,29.5295,0.63255,0.52378,0.89689,0.79513,0.83604,0.86266,0.67337,0.79292,0.82707,1.00286,0.00059,0.00059,0.00059
82,29.8765,0.63212,0.51023,0.88529,0.79663,0.84356,0.86298,0.67776,0.78338,0.85082,1.00791,0.00058175,0.00058175,0.00058175
83,30.3113,0.68553,0.56056,0.91263,0.83989,0.83719,0.87054,0.67842,0.76952,0.85665,0.9977,0.0005735,0.0005735,0.0005735
84,30.6576,0.62935,0.51519,0.89634,0.86476,0.79826,0.8447,0.64393,0.77247,0.87479,0.96911,0.00056525,0.00056525,0.00056525
85,31.0026,0.64046,0.5456,0.89716,0.85566,0.82003,0.84692,0.65959,0.74473,0.86633,0.96264,0.000557,0.000557,0.000557
86,31.3475,0.6646,0.52565,0.91831,0.81995,0.79472,0.84209,0.65035,0.76565,0.90994,0.97614,0.00054875,0.00054875,0.00054875
87,31.6827,0.61915,0.51397,0.89767,0.84408,0.81509,0.84049,0.6482,0.76634,0.87317,0.99225,0.0005405,0.0005405,0.0005405
88,32.0287,0.64705,0.51353,0.89141,0.82136,0.82529,0.82704,0.64564,0.78033,0.83092,0.98786,0.00053225,0.00053225,0.00053225
89,32.369,0.66064,0.52976,0.91288,0.78221,0.78636,0.80944,0.64035,0.79301,0.85435,0.98858,0.000524,0.000524,0.000524
90,32.7184,0.67259,0.53439,0.89928,0.83915,0.76094,0.84276,0.66236,0.74527,0.87411,0.97451,0.00051575,0.00051575,0.00051575
91,33.0598,0.62944,0.50153,0.88985,0.81807,0.83452,0.87395,0.6693,0.74397,0.83475,0.97107,0.0005075,0.0005075,0.0005075
92,33.4078,0.61244,0.52143,0.89847,0.8463,0.82197,0.8446,0.66326,0.75664,0.80924,0.98377,0.00049925,0.00049925,0.00049925
93,33.7452,0.61913,0.50468,0.88877,0.86241,0.81102,0.84269,0.65838,0.76065,0.82056,0.99178,0.000491,0.000491,0.000491
94,34.0906,0.62368,0.50531,0.8776,0.82545,0.81393,0.82873,0.66758,0.74502,0.84195,0.98871,0.00048275,0.00048275,0.00048275
95,34.4282,0.62766,0.51767,0.90428,0.81275,0.81178,0.83886,0.66603,0.72423,0.8637,0.98499,0.0004745,0.0004745,0.0004745
96,34.7783,0.66261,0.52994,0.90486,0.84304,0.80886,0.82067,0.66013,0.74347,0.87094,0.98827,0.00046625,0.00046625,0.00046625
97,35.1208,0.6587,0.525,0.89343,0.84995,0.8313,0.84799,0.64645,0.78749,0.89944,0.99707,0.000458,0.000458,0.000458
98,35.4763,0.64592,0.52662,0.89925,0.83427,0.85291,0.85946,0.65473,0.8186,0.86951,1.01951,0.00044975,0.00044975,0.00044975
99,35.8203,0.65146,0.52208,0.89413,0.84317,0.8299,0.82833,0.66039,0.77038,0.8261,1.01527,0.0004415,0.0004415,0.0004415
100,36.1688,0.63485,0.52042,0.89423,0.81516,0.84749,0.82919,0.67294,0.75617,0.81418,1.02045,0.00043325,0.00043325,0.00043325
101,36.514,0.61914,0.50367,0.88664,0.84379,0.81931,0.86296,0.65447,0.79368,0.84014,1.02708,0.000425,0.000425,0.000425
